user_id,item_id
990,472 3022 2297 2732 2054 1039 584 640 2646 2980
991,863 467 3116 1315 361 2402 37 2646 246 2370
992,3013 1316 1223 3153 3409 1279 124 1592 796 1583
993,3409 1560 1223 3013 3022 2297 1583 169 2862 1543
994,472 1315 2054 2732 2646 790 1057 3059 3116 1840
995,2297 1583 169 2732 1811 512 640 2980 1039 2603
996,1279 2862 184 1638 36 2474 741 3409 1315 132
997,472 2732 3418 1315 1376 2054 3692 1583 3131 3022
998,3013 472 3269 184 1638 3151 3409 2474 406 796
999,584 1039 2297 169 2980 1956 1186 1831 640 183
1000,2210 1583 2603 2297 2757 3694 1039 2630 208 2980
1001,3022 1583 472 1831 2210 2402 3529 1510 331 2468
1002,584 2297 1956 1831 169 2757 2980 331 2626 2342
1003,790 922 1341 3656 1315 37 3448 361 3105 2833
1004,2297 2646 584 3022 1811 1560 1583 2980 2054 169
1005,640 584 2210 3022 1583 1039 2757 3694 3529 2630
1006,3529 1543 989 1223 3013 1583 2862 2402 1337 1560
1007,3013 2564 3272 3694 1505 2210 2862 208 3424 2630
1008,472 1223 1583 2732 2510 2314 1279 1831 2067 2603
1009,1583 3022 1039 36 3013 1223 1315 2732 2297 1279
1010,2862 1543 3529 1316 3013 3153 1223 463 2557 3409
1011,2757 331 463 3473 36 543 1078 1546 2784 2602
1012,1560 3013 1831 640 1583 2297 3022 476 584 2256
1013,1186 3609 169 2119 1309 653 29 512 2931 252
1014,3022 1583 584 2603 2297 1223 3013 36 1560 2732
1015,3022 584 1831 640 1956 1039 2980 2603 2757 2342
1016,2980 3022 1376 2646 1039 3529 1030 1001 1304 2956
1017,3022 2980 2297 1583 584 472 640 2646 1811 1831
1018,2370 246 467 3474 863 2054 3059 2774 1371 3677
1019,573 620 618 3659 2784 2931 375 523 2556 1481
1020,169 3022 2297 1811 1315 2732 1186 1583 584 1615
1021,2370 2402 2054 863 3474 1615 2646 1887 2256 1371
1022,640 2980 2817 36 169 3418 1211 2646 2210 463
1023,1337 3694 2646 3022 208 802 2630 1223 2366 2920
1024,2646 1315 2732 3022 1039 2054 2297 472 169 1615
1025,1811 2054 204 1186 3409 1279 1543 169 3013 2281
1026,3022 2603 2745 2980 2256 2342 1216 1354 2840 1746
1027,472 1583 3022 2646 1615 3529 1223 2980 3013 1543
1028,2335 2636 584 1956 1615 2784 2587 1848 183 1315
1029,3022 1039 1186 584 2732 1223 1279 1560 406 3013
1030,512 2732 2297 1279 1186 2256 2054 989 1560 796
1031,1039 584 3418 1279 1186 2980 2646 472 640 36
1032,1956 2732 2342 331 3529 1811 2468 398 476 463
1033,1315 1543 2256 2054 1615 1858 2862 3367 2732 124
1034,1543 463 169 3350 3151 3694 3423 2474 2510 3600
1035,1831 2210 3694 2630 2342 2331 2732 2745 1030 1211
1036,3529 584 1039 1615 2862 3677 1337 2402 246 2054
1037,1315 3013 1543 1560 2054 3409 124 2862 406 1840
1038,3022 2732 472 1583 1039 3418 2297 169 2980 584
1039,640 3022 36 2646 2510 2331 2054 2664 183 398
1040,472 2862 3529 1560 989 3600 3350 2076 463 3367
1041,472 3013 1223 1583 1316 3529 640 1543 1831 36
1042,2732 512 1315 1615 584 472 204 1560 3677 2054
1043,1223 36 1560 2688 1505 2510 2534 1030 1858 618
1044,640 476 584 2222 1809 650 2342 2745 2564 1490
1045,512 169 1039 640 1615 2564 1186 2054 3153 1315
1046,1811 2732 1376 1615 3692 3677 2646 3059 1057 3142
1047,2054 472 3116 1057 2646 530 1858 2402 406 2308
1048,1315 2732 2256 2054 169 1615 1811 3022 1223 2528
1049,1956 2757 463 2626 2784 2646 3473 3049 1078 3053
1050,640 398 1337 331 2331 1510 2768 36 2237 1086
1051,3423 3269 1543 2862 1638 1279 28 2609 2265 1403
1052,584 2297 2757 1956 1039 2630 169 331 2342 2626
1053,1315 2054 1223 2402 3013 1543 2732 1615 2256 2646
1054,1811 472 3677 1583 2636 3022 169 2297 2256 2281
1055,652 184 1279 3151 2165 3557 2466 2474 3367 253
1056,3409 472 3013 1223 2862 1316 1543 1315 2054 1560
1057,1315 2256 3692 3142 1615 1811 1543 3059 2862 2664
1058,2646 472 2370 2920 863 2297 1030 1337 3059 1211
1059,1583 2297 472 1831 3529 584 3022 463 1811 2980
1060,2256 1315 1316 2054 2732 1831 1583 3529 2564 2646
1061,1956 3529 331 1039 463 2210 2603 1086 2342 398
1062,2732 640 2980 584 2646 2054 1223 3529 1811 1315
1063,584 2732 2281 183 1315 2342 1328 2745 2602 2402
1064,166 2466 1379 3438 1193 3116 1765 1615 3325 406
1065,2054 1840 166 1615 3669 2308 472 2528 3231 1309
1066,3022 2980 1039 1583 3677 2732 2626 183 2342 2768
1067,1354 2256 601 3022 2603 2732 2745 169 3382 1583
1068,2342 169 119 1086 1510 2664 512 214 732 3262
1069,2256 2370 1316 2402 246 1543 3013 1811 3409 2564
1070,2603 472 2688 640 2840 569 584 2980 3409 2402
1071,3423 3269 3367 1858 138 3153 1638 3600 3151 1615
1072,2402 1615 2646 1057 2732 790 3402 1184 3059 37
1073,1223 3529 3692 36 2297 3059 2327 3153 863 1337
1074,2068 2980 3529 1811 2210 2757 331 1699 1223 2646
1075,1583 1811 1831 989 1560 1086 3367 36 1858 3350
1076,1583 2297 640 472 3013 584 463 1316 2862 36
1077,138 2980 463 2646 2603 785 3013 3238 1078 1304
1078,2402 790 1223 1543 3013 3402 1057 1615 3116 2528
1079,2402 1376 790 1543 1615 3692 922 1887 3059 3402
1080,3409 1543 2688 1279 3537 512 2256 2564 1592 3382
1081,3692 3142 922 132 1859 790 1379 1102 2828 3059
1082,169 3022 1583 1279 2297 184 1039 3013 1223 2732
1083,2297 1811 512 1615 204 169 1316 2636 1186 3409
1084,472 3423 1543 1279 36 1223 3269 1315 132 1859
1085,3409 3013 1560 1223 2564 1316 573 2688 3423 2510
1086,472 2732 1315 1811 2646 2402 169 1583 2980 790
1087,3409 3013 1316 1223 2862 3153 2564 472 1560 3529
1088,472 640 2256 1583 3022 1831 2732 2297 2980 584
1089,3529 3269 1592 2327 2664 69 796 463 2054 1315
1090,584 3409 1543 476 3423 1337 1560 2342 208 2745
1091,2980 3022 584 640 472 1831 1956 1811 2757 2054
1092,472 2402 3013 1543 1583 1315 2256 790 1615 2646
1093,2297 1583 398 2980 2342 1039 3238 2194 2603 2630
1094,640 1831 2603 1583 2210 3022 3013 1223 2630 3529
1095,2862 3409 1543 3013 169 3367 512 184 1316 1858
1096,3022 2297 640 584 1831 3409 2603 2210 1039 2630
1097,3022 640 1831 2210 331 2626 2342 2468 1211 2331
1098,472 2732 1583 3022 3418 1039 2980 36 2256 1376
1099,640 2256 1583 1223 1316 463 3013 2370 2564 2980
1100,2688 3066 1039 398 1736 3110 1510 2908 512 601
1101,3409 1560 2165 2862 3350 253 3367 3013 184 124
1102,584 1956 1086 1211 2468 1044 944 2745 2338 1510
1103,1505 707 3537 463 69 1657 1615 1583 790 2515
1104,1831 584 1560 1223 1039 3013 472 476 2646 2980
1105,2603 463 119 2501 3013 944 2688 1960 1018 774
1106,1223 2256 2402 1615 1858 2862 2528 1811 1592 3402
1107,584 640 1831 1039 2980 2732 472 3529 2210 1956
1108,2402 1376 2732 3692 3059 863 1315 3142 1887 1811
1109,1583 2297 2210 169 1956 2402 463 476 2630 2342
1110,169 472 1956 2646 1615 463 1223 3013 1543 2256
1111,1583 1543 2297 2980 124 2474 2630 1030 989 3367
1112,640 2757 331 463 2980 1086 398 1337 1617 208
1113,1583 640 3529 1831 463 2980 2210 1223 3013 2732
1114,2402 989 863 1543 2256 1615 2774 3529 3402 2862
1115,3409 2862 1560 1543 1316 169 184 512 3269 779
1116,3022 2297 640 2646 2732 1211 183 3528 2664 452
1117,452 646 3489 1471 951 339 2732 2297 1775 2256
1118,3022 2297 1583 584 169 1039 2784 2688 1186 2732
1119,3013 472 989 1560 1916 584 1039 2314 476 2366
1120,640 1831 584 2210 1039 3529 2980 2757 472 463
1121,465 1166 1197 2688 3544 248 2666 1401 495 2732
1122,2054 1543 1223 1615 3013 169 2732 2528 3367 1858
1123,2980 1039 1831 2757 512 2626 331 2256 1001 1211
1124,472 1315 2732 3013 1223 132 2256 2528 36 1615
1125,36 2862 1279 3423 1583 1505 472 3418 1638 618
1126,640 1583 584 3409 2630 3013 3694 463 2688 1560
1127,1592 3367 796 1858 3350 2474 1615 790 883 1638
1128,3022 1583 640 2297 2688 584 3409 2603 1831 2210
1129,2054 1376 790 3692 1315 3059 1887 1543 3142 2664
1130,472 3423 3013 2862 3529 1583 1859 401 732 1638
1131,584 3022 472 2646 3529 2732 2757 1086 1337 3677
1132,922 2828 1102 494 3423 1083 2673 3131 790 1057
1133,3000 512 204 2119 1279 2587 1615 1070 584 1309
1134,463 2862 2256 790 2664 2732 94 1811 69 944
1135,3022 3013 1583 1223 1039 36 1279 2297 1560 584
1136,584 640 2757 2468 1546 2194 2501 1078 16 1248
1137,472 2732 1583 3022 1376 1039 36 3692 2980 2402
1138,2165 974 1069 2931 3298 3609 2119 3364 3409 1309
1139,3013 1316 472 36 3153 3423 1505 3424 3272 1831
1140,472 1583 36 3013 2732 3418 1039 2297 3409 1279
1141,584 1956 1583 331 2757 1039 2980 3529 398 1617
1142,1543 3013 2862 1223 3269 1316 3151 124 1560 3367
1143,2402 1315 2732 2054 3677 2636 1887 467 1543 863
1144,1279 132 406 3557 3151 2474 2070 1315 2006 253
1145,472 1315 1615 1186 3677 512 3529 1057 2528 640
1146,3022 169 2732 1039 1583 2297 1315 1186 1615 2646
1147,3382 2840 465 569 3110 335 791 781 2409 362
1148,989 3409 2564 3365 1223 1560 3272 1166 3110 2005
1149,472 1583 1337 989 3013 246 2402 2210 1560 1543
1150,2297 472 1615 2980 2774 512 1848 1315 246 646
1151,584 3022 2980 1956 2297 640 1811 1039 2732 2646
1152,472 2402 2256 1811 863 3474 2732 3059 1371 1376
1153,3022 2297 2603 1039 2757 169 2630 2626 331 2342
1154,2757 2331 2501 1078 1617 1861 2050 2745 1039 1913
1155,2862 3529 3153 1560 2564 3423 2402 124 2732 2256
1156,472 3529 1583 3013 1223 1543 1316 463 3153 640
1157,472 2054 2646 1315 2402 1811 1615 3116 1543 3402
1158,169 3022 2297 1811 2732 1315 1583 584 472 1615
1159,3529 3013 472 463 1560 1583 3409 989 2564 1831
1160,124 1583 1831 1858 2564 2076 1337 3600 382 69
1161,2862 1583 36 476 487 2076 2210 3694 1030 944
1162,3013 3423 3409 472 1279 1543 1223 36 1316 3269
1163,472 3013 2402 1223 2054 1543 1316 1315 1583 3529
1164,1315 1615 1811 169 1186 2646 3022 3367 472 1840
1165,618 3409 1638 3269 3013 779 620 3537 3659 2389
1166,2784 573 2688 3022 2931 1583 2603 136 2510 620
1167,1316 472 2862 1543 989 3529 1223 3409 124 463
1168,1831 208 1078 1510 1044 563 2732 1030 2129 2745
1169,472 1315 2054 2402 2256 790 37 1057 3116 863
1170,1039 1583 1956 2630 331 208 3529 3238 293 1546
1171,472 2402 2054 1315 1887 3692 3142 2327 2664 1030
1172,2732 3474 3677 2370 2646 2256 2774 1711 2281 3256
1173,472 3013 36 3423 2732 132 2862 1583 1638 1279
1174,124 472 1560 3529 3350 3367 3600 1858 989 2076
1175,1831 2068 640 2297 1583 584 1811 1223 3022 1316
1176,1543 2862 472 3013 1316 1223 3409 124 1592 3529
1177,1223 1560 3269 69 2534 3125 2054 790 1968 3367
1178,3013 1543 1223 1316 2862 3529 3423 36 3153 2054
1179,2980 1039 640 1956 2626 2210 169 2630 1078 2745
1180,204 1811 2636 2335 2587 663 1848 59 1536 2063
1181,472 1583 3022 2732 2980 2297 584 640 1039 2054
1182,1039 2980 1831 3418 2630 1546 2745 2784 331 1211
1183,1831 3529 331 463 2210 1086 1211 398 1617 2732
1184,3692 922 2673 2732 1379 1658 1057 1887 1428 309
1185,3022 1583 1039 2297 2732 3418 2603 2210 169 3529
1186,3022 1583 1039 2297 3418 2732 169 2980 36 2603
1187,1315 1057 1376 2528 2732 3059 3692 790 922 3142
1188,3677 3022 1711 784 646 1289 452 3696 2980 1729
1189,3269 512 1560 2534 2256 2402 2474 1615 1583 2510
1190,2210 3694 2757 208 2630 1211 2342 1809 36 1086
1191,3409 472 1316 2564 3529 36 2862 1583 463 1831
1192,1560 3409 1223 3013 1543 2256 1315 1316 2564 1354
1193,472 2297 1583 3022 2054 2732 169 2646 1039 2980
1194,472 2980 1831 1583 2297 584 3022 1811 2646 640
1195,169 463 584 1039 1316 1223 3423 640 2664 2534
1196,2862 1583 1543 1831 2688 331 640 124 1615 1337
1197,640 476 2603 2297 1583 3022 584 1746 2210 1354
1198,3013 1543 3529 1316 36 463 2402 640 3423 3153
1199,601 1216 1401 2127 2068 1736 493 3159 853 2541
1200,3529 1583 2297 1039 640 1223 476 3013 584 1316
1201,472 1315 2402 1811 2256 2646 1840 790 37 1887
1202,1543 1560 3013 3367 2646 3116 3402 989 2076 3600
1203,1583 2732 3529 3013 2297 1223 2528 2664 2128 3269
1204,2732 1039 3529 2646 1223 2256 1956 2603 3013 169
1205,1371 790 863 989 2054 467 1382 2327 3474 3059
1206,2068 2840 2688 465 3110 1270 640 3022 1699 3544
1207,36 1505 463 1543 1030 1831 1337 2862 2210 3423
1208,3022 1583 3418 2732 1039 2297 472 2980 36 169
1209,472 1583 1831 3529 2297 640 584 3022 463 2980
1210,640 3022 3529 2342 1223 2745 36 1337 2054 3013
1211,1746 166 1039 36 1583 2732 463 790 3022 621
1212,646 512 784 339 1374 1536 1762 1725 1240 2763
1213,36 1223 3529 1505 138 476 1638 1316 2862 1583
1214,584 3677 2281 2636 2054 1956 1315 472 1186 2528
1215,472 640 3694 1583 1543 2617 802 1030 2210 989
1216,1279 573 2862 3423 2474 2557 3659 320 796 3537
1217,3022 1223 3013 1583 1560 2732 169 3409 2297 584
1218,2210 2646 331 2630 512 183 2745 1086 3238 1746
1219,472 1583 1039 36 3022 3418 2297 2732 1315 3013
1220,472 1831 3529 1039 1223 3013 463 36 2646 3409
1221,406 1057 2466 184 2070 3668 809 3557 2646 652
1222,472 2862 1279 36 1583 3529 3269 1315 1638 2732
1223,3677 2281 2862 2774 646 183 2342 944 452 3327
1224,2980 1583 1831 1811 3022 2646 3529 640 1956 2732
1225,584 2757 398 2999 649 646 3060 1078 1711 2335
1226,472 2528 2402 1379 2828 494 2933 1376 3692 922
1227,3022 2603 2784 2688 1216 584 493 3049 1736 3473
1228,1315 2210 1240 3529 2338 398 208 2397 3227 1848
1229,3013 1560 1279 3367 1858 1316 3350 184 472 2474
1230,1223 1583 640 36 1831 2402 1316 463 2646 2054
1231,472 3013 1223 1316 1315 3367 1858 3350 3423 3409
1232,1315 2054 1615 3367 1223 3116 2528 1543 1279 3013
1233,472 2688 2402 1615 2664 3677 463 2314 1316 1315
1234,1811 2646 2732 2297 2256 1615 2980 2636 2054 584
1235,472 1315 132 1279 1543 184 3423 3151 3013 2054
1236,512 169 1811 204 3022 2297 2688 2335 1583 3677
1237,1376 472 2732 2402 2256 2528 2980 2664 2956 863
1238,3022 1811 584 169 1583 2732 2980 1956 3677 1039
1239,2603 2210 3409 1560 1583 1223 3022 476 3694 2297
1240,1811 2646 2281 1711 2402 1471 2768 3220 467 452
1241,1223 1543 36 1505 2054 1030 640 790 1315 476
1242,1831 2210 3022 1583 2757 3694 1560 3409 2745 1223
1243,1543 124 3013 1223 3269 2862 1316 1315 406 1668
1244,472 2402 1315 3059 2370 790 3142 1887 922 2664
1245,3529 1583 463 2370 246 1831 2980 2646 989 1316
1246,2603 1039 2745 212 1086 3238 3473 1211 1044 3349
1247,472 3529 1543 1583 463 1223 1811 1560 1615 1831
1248,184 1279 406 3151 132 2165 1315 2862 2474 3557
1249,3409 3013 1223 1316 1543 2862 3423 3153 3529 1560
1250,472 1583 640 1223 3013 3529 2297 3022 1831 1039
1251,640 1583 3022 2297 3529 2980 1039 1223 2210 3013
1252,472 2732 1223 1583 2054 3013 2402 2256 1315 3022
1253,3022 584 1831 640 1583 1039 2980 2732 1560 2646
1254,640 1956 1617 2194 563 1044 208 1248 944 3053
1255,1316 3409 169 1279 2054 124 1615 3367 3600 3350
1256,472 3269 124 1592 1560 2564 796 2402 1315 772
1257,1316 472 989 2564 124 1560 3153 1916 1583 3272
1258,472 2646 3013 1315 1831 2054 1039 2297 1560 2732
1259,472 1376 3692 1057 246 3656 2673 467 3448 1102
1260,1223 1560 472 3013 1831 2297 2646 1039 476 1315
1261,1848 3298 452 1711 2370 2402 1341 2054 2256 2732
1262,472 2402 1543 989 2370 3529 246 2862 1887 790
1263,640 2603 1956 331 3694 2342 208 543 3238 1617
1264,3022 2297 1315 1560 1583 1615 1186 472 3013 2732
1265,472 1811 2646 1315 2732 2528 2054 3677 2402 2980
1266,640 1811 169 1039 512 3529 3409 2732 463 331
1267,3694 36 2210 1223 1505 1583 2630 3441 1809 1560
1268,1379 1615 1840 406 1057 2466 2862 1859 2070 2474
1269,1583 1831 2297 1039 2980 36 2732 3022 1315 1337
1270,3022 1086 1039 398 2210 1211 3694 208 1583 1044
1271,3013 1223 1316 1543 2862 3409 3529 1583 3153 3423
1272,989 2862 2370 3153 69 3272 1916 487 1456 2664
1273,472 2402 1811 1887 2376 2528 2370 467 166 1840
1274,1583 2256 2688 1039 2745 1216 1811 2646 331 2314
1275,2297 1583 3022 1956 1039 463 331 2210 476 1211
1276,3382 2688 2068 204 3298 1354 1690 2636 3473 1001
1277,2732 3327 467 2054 1086 1510 169 2256 1315 2237
1278,1583 1401 169 2626 543 2745 1956 2501 2817 1855
1279,472 132 1279 184 406 3423 3151 3269 1543 2528
1280,2980 1615 2688 2603 2664 2256 2630 1811 1315 476
1281,472 2054 2732 1583 1223 2646 2256 2297 3013 1615
1282,1831 640 2068 1560 3529 2402 1583 1316 463 1223
1283,1316 3409 3529 36 3153 1583 3423 2402 2564 463
1284,1315 132 184 3013 1223 2862 1615 2732 2528 3423
1285,1831 1583 1223 472 3529 2210 36 476 3694 2603
1286,3022 398 2626 2342 3053 1248 1078 1007 563 543
1287,922 3142 3131 1859 1102 3418 2528 1615 1912 2933
1288,472 1583 2732 640 584 1039 1831 2646 2256 2210
1289,1583 2297 2757 293 802 331 1316 1086 989 2342
1290,3423 2862 618 1279 1543 573 1316 3269 1583 3418
1291,1831 1560 2297 584 1583 3022 3529 1223 2646 1039
1292,1583 2980 2757 2342 3529 2646 1956 2630 138 2626
1293,1223 3409 3529 640 2297 3022 36 1831 2862 1039
1294,2210 1956 331 2342 2468 398 1546 2331 3694 476
1295,3677 2281 204 2774 1848 1471 183 1615 3327 1086
1296,1315 472 2732 2054 132 1615 2528 1039 1057 3022
1297,2980 1956 1039 1831 1811 183 472 3677 463 2468
1298,640 3049 3053 283 2194 212 16 2745 1736 1007
1299,22 1279 2688 2474 1543 2606 512 320 2534 796
1300,472 1376 1315 3692 2732 3059 3142 790 863 922
1301,2646 2402 1811 3367 1223 2664 1858 530 166 1583
1302,2862 3013 3409 1583 1223 1615 2054 512 169 2297
1303,3677 2636 2281 2646 2980 472 467 246 2054 2732
1304,3022 1039 640 2210 2630 2980 2757 1956 1078 543
1305,3022 1831 1583 331 1039 2210 398 3529 1617 2603
1306,1831 1811 1711 476 1186 1560 2664 3534 3435 802
1307,1376 2370 1315 246 3474 467 361 2261 12 2664
1308,3298 3022 584 2636 1811 2297 169 2587 2119 2335
1309,584 2297 640 1956 169 1039 2980 2210 2757 331
1310,3022 584 2603 2688 3418 2980 2931 2817 2745 36
1311,1223 2297 36 1315 584 790 1376 2664 1560 1505
1312,3418 1583 36 2732 1315 3013 3423 3529 2862 1376
1313,472 1223 3529 1316 36 463 2402 3022 1560 1315
1314,3022 3677 2732 2626 1001 1248 2920 452 204 339
1315,472 2402 2054 1376 790 1315 2646 1583 2664 1223
1316,1560 1831 1583 584 3022 3529 1223 169 1811 463
1317,2784 618 3022 3409 2297 2931 2510 2630 584 1039
1318,3022 2603 1583 2757 2745 1039 2342 1546 2732 1640
1319,472 1543 3013 1316 1223 2862 3423 3153 3409 2402
1320,3013 1543 124 3537 22 573 1315 1592 1615 2054
1321,1315 2528 132 1379 2054 1840 1543 883 3423 1859
1322,3474 246 2370 863 1811 2402 472 1341 1887 1376
1323,1956 1831 2297 1583 331 2757 2210 398 1617 2342
1324,472 1543 124 1223 2862 1316 3529 3013 463 989
1325,3022 584 1583 1039 2732 2297 169 472 2980 2603
1326,1583 3022 2297 3529 3409 3013 1831 1223 1039 169
1327,1811 1560 472 3677 2068 204 2636 512 3409 1583
1328,584 640 2297 169 1039 2745 1328 3677 2664 3382
1329,1543 3423 3409 124 472 2265 1592 1638 3151 2474
1330,640 3238 463 1086 293 1211 802 563 2468 2222
1331,472 1279 2862 3409 3423 3131 3013 1315 2732 618
1332,1583 2980 1039 2732 2603 640 2210 1831 2757 2630
1333,1831 1615 463 3677 863 1337 1781 3600 3656 1814
1334,3022 169 2335 1039 1956 3049 2817 3000 2732 1808
1335,1315 2054 2646 1615 1223 169 2297 3022 1811 1560
1336,472 1376 2054 3692 790 1887 2732 863 2370 2664
1337,1315 2646 169 472 2732 1039 584 1186 1583 2980
1338,2732 3692 2402 922 3418 1102 2673 2528 2664 1379
1339,1223 36 1560 1583 476 1831 2603 3022 1039 3529
1340,1543 3529 1316 463 138 1592 3151 3409 796 3367
1341,3529 36 463 1583 2862 2402 2054 1505 640 1030
1342,1315 3059 1057 2646 166 1376 467 1341 790 3402
1343,2297 1039 2630 331 2603 2342 169 1223 3013 1337
1344,3022 1583 2297 584 1039 2980 2210 2732 3529 2757
1345,1831 1583 331 1956 293 208 2342 2630 802 1490
1346,2342 331 1223 3013 2745 3238 398 1746 2646 2501
1347,2688 3382 573 512 1354 569 2784 1560 2840 2068
1348,2256 2402 2732 3059 3692 3142 246 2470 922 467
1349,640 1583 1560 3529 36 1316 2297 3022 2603 463
1350,584 640 1583 1831 2297 2210 2603 2757 2630 2980
1351,1223 3409 2862 2054 3153 2256 3529 1615 3423 1583
1352,2297 2757 2980 3053 1546 2342 212 1216 1039 1078
1353,472 3013 1543 2862 3409 3153 463 2297 2732 1615
1354,1583 3529 2732 2980 3022 640 2297 1223 1039 2646
1355,472 2732 1315 2054 1223 169 2402 1560 1811 3022
1356,208 331 1956 1809 2129 472 2366 785 2501 2338
1357,3013 1279 1223 184 1638 1354 1560 169 2510 36
1358,2501 3528 283 36 1640 463 1030 212 3692 237
1359,3013 989 476 124 2688 2402 2664 3677 2774 2076
1360,2603 3022 2688 2745 2784 1216 1583 569 601 1354
1361,472 1315 3692 2054 1379 2673 3448 1658 1840 361
1362,36 3013 1223 3423 2862 3529 1583 1543 1505 3418
1363,1811 663 3489 1808 169 2999 617 3000 1186 1762
1364,3022 1831 1956 331 1039 2342 2468 2331 169 2745
1365,584 1956 2603 183 2256 2768 293 1044 2054 2745
1366,3529 1560 1223 463 1831 476 640 2862 3694 1337
1367,1831 640 1086 331 2757 398 2194 169 2210 3238
1368,1543 2564 3423 2862 3367 3350 1592 3269 3600 1638
1369,1615 1039 3367 2564 3423 1279 1030 1057 3692 2757
1370,472 1316 1543 2256 584 2980 3153 3423 2664 1376
1371,1583 36 3022 2603 2510 2297 640 618 1039 3529
1372,640 3022 1831 2297 2980 3529 1223 463 36 476
1373,1583 3022 1505 2297 472 3013 2630 1223 2980 2732
1374,1583 169 2980 2757 331 512 2626 183 2468 398
1375,2980 3022 584 640 1583 2732 1831 1039 472 2646
1376,169 1811 584 3409 1039 204 1615 2732 1560 2054
1377,1831 1956 2210 2732 1811 2342 2630 2603 208 1746
1378,472 1583 1223 3022 3409 2732 2862 2402 584 2980
1379,3367 1057 3151 2165 166 2070 3557 1279 132 1590
1380,246 467 863 2068 3656 989 3402 3256 527 1382
1381,1223 1583 463 2564 124 3423 3272 1916 69 2314
1382,3022 2980 584 472 1811 640 1956 1376 1831 2603
1383,2256 472 2068 246 1831 2370 1583 2980 467 2402
1384,2054 3677 1001 472 2956 1315 183 169 2673 584
1385,472 3409 3529 1583 463 1560 1505 640 1831 2297
1386,2980 3529 2468 3694 1617 283 119 3234 3238 1640
1387,472 2054 1223 3013 1583 1315 2732 3529 1376 1543
1388,1316 989 1337 1583 124 790 2646 1371 2960 1382
1389,3013 1543 2646 3529 1315 2564 3116 463 1858 2402
1390,1811 472 3298 3677 1615 2281 463 3409 2335 1223
1391,1956 2757 1831 1039 2745 1211 1510 3694 3349 501
1392,472 1543 1316 1223 1315 3423 2402 1615 2688 2474
1393,3423 36 3409 2862 1223 1543 1638 1583 3529 1316
1394,1315 1279 2732 2528 1223 3013 3423 184 2862 1615
1395,2557 3013 573 1638 2488 2128 3537 1011 1804 3424
1396,472 2402 2256 2054 2732 3013 1223 1315 1316 1543
1397,2732 169 3529 1615 2054 2757 1811 2256 1543 2402
1398,1746 1039 3694 3409 2054 36 802 2222 650 1057
1399,472 1583 1376 463 1543 2327 3528 467 1211 3402
1400,3022 2297 1583 472 584 1831 1315 3013 640 2980
1401,1811 2297 2402 3022 1956 2617 1086 1341 3059 2757
1402,2054 1376 790 1315 1543 3692 3013 1223 1316 3142
1403,3022 1315 1186 132 1376 1543 3692 452 2474 183
1404,472 1315 2054 2402 2646 2732 790 1057 3116 1376
1405,1543 124 3529 989 3153 69 94 1583 1592 1858
1406,472 1583 3013 1223 3529 1316 1543 2862 3409 2297
1407,584 1039 1471 2817 183 2119 2999 1211 1811 2874
1408,2980 1039 2732 2342 331 2603 2468 2194 3694 2338
1409,2281 472 2732 2335 584 1536 3382 3227 3000 1001
1410,1583 3022 2297 2210 1039 3529 2980 2757 3694 36
1411,1831 3409 1560 640 2297 989 584 2068 3272 2617
1412,2732 2646 1315 2054 1583 584 2256 1039 1223 1615
1413,1808 1840 132 452 3298 1057 2335 2466 166 2119
1414,3409 1279 1638 2862 3423 36 472 184 1543 1583
1415,3409 1223 3529 2054 1560 1615 3153 36 2402 1279
1416,169 2297 472 512 1811 2732 3409 2862 1615 584
1417,3022 584 1831 1039 1583 640 2980 169 2210 2757
1418,2281 1956 1848 3298 452 2774 472 1240 1211 467
1419,1376 2528 2732 3402 37 1057 1887 1840 863 3116
1420,1223 1315 3013 2054 2732 2256 1615 3409 1583 1316
1421,472 467 863 246 3474 1811 3059 1341 1376 3448
1422,1315 3677 2732 472 1615 2054 2281 1808 452 3367
1423,2054 2256 2732 790 2528 1615 1543 1057 3402 1223
1424,3022 2297 1583 169 512 2688 584 1039 1811 2732
1425,584 3529 472 2745 36 2646 1030 208 1316 1211
1426,1858 2862 3367 3423 790 3350 3409 1615 3402 1592
1427,2370 790 1057 3656 1102 2327 12 3402 3116 1304
1428,3529 1039 2210 1086 802 2862 1615 1868 1811 1510
1429,472 3529 2370 2402 1583 989 467 1831 1811 1543
1430,1543 124 1316 3350 3600 3367 1858 2076 1615 1560
1431,472 1223 3013 1315 1560 1583 1316 2054 3529 3409
1432,2470 2794 791 702 1690 2541 246 601 2370 2603
1433,2732 2256 3013 3423 1583 36 1223 2862 3418 2402
1434,1956 3238 472 3529 1078 169 212 1337 1018 2054
1435,3022 2603 2688 1216 2784 2745 1583 2297 1401 640
1436,204 3022 1811 2297 3298 584 2636 3677 512 1583
1437,3409 1316 1543 2688 3423 512 2534 3269 2784 573
1438,569 2470 1354 465 474 601 2688 1197 2541 1376
1439,1811 2297 3022 1831 584 1583 1956 640 2980 2256
1440,1831 1583 3529 584 463 1956 1560 1316 472 1223
1441,1216 2784 2210 183 2626 472 2068 512 543 3529
1442,472 1560 1543 1223 3013 1316 124 2862 3409 2564
1443,3677 169 512 2335 2297 2119 2732 584 1711 452
1444,1583 1315 3529 2646 2297 36 640 2054 3409 1746
1445,1039 2194 2050 1861 204 3677 1007 2999 3238 563
